Part Number,Manufacturer,Description,External Id
1U1525-7,None Specified,ACTUATOR,25234
1U1527-22,None Specified,RVDT AY,25235
1X00-189,None Specified,MAGNET,25236
2-012N602-70,Resource Data Pricing (Map to AVL),PACKING,25237
293W3922-3,Boeing,ACTUATO,25238
293W3925-1,Boeing,RODENDAY,25239
293W4103-1,Boeing,WASHER,25240
293W4104-2,Boeing,BRIDGE,25241
293W5304-1,Boeing,CRANK,25242
293W5502-1,Boeing,ACTR AY,25243
293W5505-1,None Specified,ROD END,25244
293W5602-2,Boeing,ACTUATOR,25245
293W6102-3,None Specified,ACTUATOR,25246
294660-1,Raytheon Aircraft Airframe Componenst and Spare Pa,FASTENER,25247
294W5231-3,Boeing,ADAPTER,25248
2950012-101,None Specified,VALVE ASSY PRES,25249
2950012-104,None Specified,VALVE ASSY PRES,25250
295W1121-1,None Specified,HANDLE,25251
295W1121-2,None Specified,HANDLE,25252
295W1121-6,Boeing,PLUG,25253
295W1121-7,Boeing,PLUG,25254
295W1140-1,Boeing,SHAFT AY,25255
295W1201-1,Boeing,MECH AY,25256
295W1202-1,Boeing,ROD AY,25257
295W1301-2,Boeing,COMPT AY,25258
295W1303-1,Boeing,HOUSING,25259
295W1304-1,None Specified,SHAFT AY,25260
295W1305-1,Boeing,BRKT AY,25261
295W1306-2,Boeing,SPACER,25262
295W1307-1,Boeing,PIN,25263
295W1307-2,Boeing,PIN,25264
295W1401-1,Boeing,MECH AY,25265
295W1402-1,Boeing,HSG AY,25266
295W1403-1,Boeing,DRUM AY,25267
295W1404-1,Boeing,CRANK,25268
295W1405-1,Boeing,LINK AY,25269
295W1406-1,Boeing,SUPT AY,25270
295W1407-1,Boeing,SHIM,25271
295W1408-1,Boeing,CAM AY,25272
295W1601-1,Boeing,MECH AY,25273
295W1602-1,Boeing,COVER AY,25274
295W1605-2,Boeing,SUPT AY,25275
295W1701-1,Boeing,ACTR AY,25276
295W1706-1,Boeing,ROD END,25277
295W1711-1,Boeing,STRAP,25278
295W1712-1,Boeing,BEAR AY,25279
295W1714-1,Boeing,KEY,25280
295W1801-1,Boeing,CARTRIDG,25281
2960034-101,AIRBUS SAS,VALVE AY,25282
2960035-101,None Specified,VALVE ASSEMBLY,25283
2960036-101,AIRBUS SAS,VALVE AY,25284
2982002-102,None Specified,ACTUATOR,25285
2993,Jamco America,"GLOVES, FIRE",25286
2A064-0147,IPECO,FAIRING,25287
2A097-0397,IPECO,FAIRING,25288
2A097-0409,IPECO,CABLE FOR/AFT,25289
2A254-0371,None Specified,"RUNNER, THIGH",25290
293W3905-1,Boeing,ROD END,25291
2C1079,Aviall Inventory Listing,COVER,25292
416W4082-113B,Boeing,TRIM,25293
416W4082-411,Boeing,TRIM,25294
416W4082-413B,Boeing,DEFAULT,25295
416W4085-401,Boeing,SPACER,25296
416W4086-409,SPIRIT,RUBSTRIP,25297
416W4086-411,Boeing,BLOCK,25298
416W4088-101A,Boeing,COVER,25299
416W4088-203A,Boeing,COVER,25300
416W4088-401A,Boeing,COVER,25301
4177-0218-1,Rockwell Collins,STICK ASSEMBLY,25302
4177-0218-2,Rockwell Collins,STICK ASSEMBLY,25303
4177-0218-3,Collins Avionics Components & Spare Parts,STICK ASSEMBLY,25304
4177-0218-4,Rockwell Collins,STICK ASSEMBLY,25305
4177-0218-5,Collins Avionics Components & Spare Parts,STICK ASSEMBLY,25306
4177-0218-6,Collins Avionics Components & Spare Parts,STICK ASSEMBLY,25307
4177-0218-7,Collins Avionics Components & Spare Parts,STICK ASSEMBLY,25308
4177-0218-8,Collins Avionics Components & Spare Parts,STICK ASSEMBLY,25309
417N2601-16,Boeing,COMPRSR,25310
417T0036-1,Boeing,CAP,25311
417T0036-3,Boeing,CAP,25312
417T2093-10,Boeing,MAST AY,25313
417T2104-1,Boeing,STRAP,25314
417T2104-4,Boeing,STRAP,25315
417T2111-8,Boeing,EXTNSION,25316
417T5035-1,Boeing,SWITCH,25317
417W1101-3A,Boeing,GRILLE,25318
417W1204-2,Boeing,PAWL,25319
417W1205-1A,Boeing,PLUG,25320
417W1206-2,Boeing,CLIP,25321
417W1300-1,Boeing,SPRING,25322
417W1301-1,Boeing,PAD,25323
417W1303-1,Boeing,PIN,25324
417W1304-1,Boeing,BAFFLE,25325
418W1013-30,Boeing,LINE AY,25326
418W1016-3,Boeing,HINGE,25327
418W1018-3,Boeing,STREAMER,25328
418W1019-2,Boeing,LANYARD,25329
418W1020-3020A,Boeing,LIGHT,25330
418W1020-3030A,Boeing,LIGHT,25331
418W1020-3040A,Boeing,LIGHT AY,25332
418W1020-3121A,Boeing,LIGHT,25333
418W1020-3131A,Boeing,LIGHT AY,25334
418W1020-3141A,Boeing,LIGHT,25335
418W1025-4020A,Boeing,LIGHT,25336
418W1025-4030A,Boeing,LIGHT AY,25337
418W1025-4121A,Boeing,LIGHT,25338
418W1025-4131A,Boeing,LIGHT AY,25339
418W1025-6022A,Boeing,PANEL AY,25340
418W1025-6032A,Boeing,LIGHT,25341
418W1025-6123A,Boeing,LIGHT,25342
418W1025-6133A,None Specified,LIGHT AY,25343
418W1025-8022A,Boeing,LIGHT,25344
418W1025-8032A,Boeing,LIGHT A,25345
418W1025-8123A,Boeing,LIGHT AY,25346
418W1025-8133A,Boeing,LIGHT AY,25347
65431,TBA,DUCT,25348
65A4201-02,TBA,SEAT,25349
65A4201-04,TBA,SEAT,25350
65A4201-06,TBA,SEAT,25351
65A4211-01,TBA,SEAT,25352
65A4211-03,TBA,SEAT,25353
65A4211-05,TBA,SEAT,25354
65A4341-07,TBA,SEAT,25355
65A4341-08,TBA,SEAT,25356
65B09876-10,TBA,HOUSING,25357
65B41247-105,Boeing,ROD AY,25358
65B41247-99,Boeing,ROD AY,25359
65B50415-25,Boeing,HOSE AY,25360
65B50860-43,Boeing,BAG AY,25361
65B54553-87,Boeing,STRAP,25362
65B54553-88,Boeing,STRAP,25363
65B57801-14,Boeing,PLUG AY,25364
65B81992-1,Boeing,GUARD,25365
65B81992-3,Boeing,GUARD,25366
65B81992-4,Boeing,GUARD,25367
65B81992-5,Boeing,GUARD,25368
65B82423-11,TBA,KNOB AY,25369
65B82754-3,Boeing,LINK AY,25370
65B83637-6,None Specified,GEARBOX ASSEMBL,25371
65B98502-11,Boeing,LINK,25372
65B98505-7,Boeing,SUPT AY,25373
65C14183-43,Boeing,KNOB,25374
65C14183-45,Boeing,KNOB,25375
65C14183-46,Boeing,KNOB,25376
65C16899-6,Boeing,SPRING,25377
65C33092-9,Boeing,DOOR AY,25378
65C33095-1,Boeing,GASKET,25379
65C33147-8,None Specified,DOOR ASSY,25380
65C33161-1,Boeing,GASKET,25381
65C36814-16,Boeing,WASHER,25382
65C36814-4,Boeing,PIN,25383
65C36814-6,Boeing,ROLLER,25384
65C36814-7,Boeing,ROLLER,25385
66-1051-4,Boeing,SHIM,25386
66-12125-3,Aviall Inventory Listing,WASHER,25387
66-12687-2,SPIRIT,PIN,25388
66-12687-5,SPIRIT,PIN,25389
66-12687-503,Boeing,PIN,25390
66-13873-6,Boeing,PLATE,25391
66-16691-1,Boeing,SPRING-PIN RETA,25392
66-16773-1,SPIRIT,AFT DRAIN FITTI,25393
66-16842-15,Boeing,JACK,25394
66-17278-1,Boeing,CONN,25395
66-22283-1,Boeing,WASHER,25396
66-3948,Boeing,GUIDE,25397
66-9776-6,Boeing,COLLAR,25398
660-022NF12N98,TBA,COVER,25399
6610-20697-01,TBA,ACTUATOR,25400
664SA164-1,Vickers Fluid System Components and Spare Parts,ROD END,25401
66950,None Specified,VALVE ASSEMBLY,25402
BCC007,None Specified,PAGE - DISKETTE,25403
BCC008,TBA,PAGE,25404
BCMP03-1,TBA,SEAL,25405
BCREF10631,TBA,LIGHT,25406
BCREF10761,None Specified,SUNVISOR,25407
BCREF10969,TBA,RESTRANT,25408
BCREF11219,TBA,BEARING,25409
BCREF131263,TBA,LIGHT AY,25410
BCREF13341,TBA,HEATER,25411
BCREF13342,TBA,HEATER,25412
BCREF13343,TBA,HEATER,25413
BCREF13344,TBA,HEATER,25414
BCREF13345,TBA,HEATER,25415
BCREF13347,TBA,HEATER,25416
BCREF13348,TBA,HEATER,25417
BCREF13350,TBA,HEATER,25418
BCREF13351,TBA,HEATER,25419
BCREF13352,TBA,HEATER,25420
BCREF13353,TBA,HEATER,25421
BCREF13354,TBA,HEATER,25422
BCREF14317,TBA,EGPWC,25423
BCREF15431,Raytheon Aircraft Airframe Componenst and Spare Pa,SEAL B (1/1),25424
BCREF17394,TBA,EGPWC,25425
BCREF7840,None Specified,IND ASSY-LAV OC,25426
BCREF7978,TBA,BEARING,25427
BCREFD00043,TBA,LAMP,25428
BCREFD00401,TBA,SOCKET,25429
BCREFD90047,None Specified,AUTOTRAN,25430
BD45-0001,BAE Systems,ROTARY SWITCH,25431
BD45-0004,TBA,SWITCH,25432
BD45-0005,TBA,SWITCH,25433
BE1218-4-12,TBA,BOLT,25434
BFS24,Boeing,"CHARGER,BATTERY",25435
BP247-192,TBA,KNOB,25436
BP249-115,TBA,KNOB,25437
BP259-103,TBA,KNOB,25438
BP6000-6,TBA,COOLER,25439
BPAS10-1,Honeywell GA Components & Spare Parts,EBPS,25440
BPAS10-5,Resource Data Pricing (Map to AVL),"BATTERY, EMERGE",25441
BR5000-505,Jamco America,SHAVER OUTLET,25442
BV0-3202N,Jamco America,LAMP HOLDER,25443
BZ5K44BK,Jamco America,HANDLE,25444
C00863-1,TBA,CHINE AY,25445
C00863-2,TBA,CHINE AY,25446
C0480-051-0500M,TBA,SPRING,25447
C07202-5,TBA,SHAKER,25448
C1-008A2,TBA,SPRING,25449
C10DK2,Raytheon Aircraft Airframe Componenst and Spare Pa,CLAMP (1/28),25450
C12349AC02,TBA,PRINTER,25451
C12349AD03,AIRBUS SAS,PRINTER,25452
C17001AA01,TBA,ADM,25453
C17001BA01,AIRBUS SAS,AIR DATA MODULE,25454
C2006,None Specified,SWITCH,25455
C3-12-10,BE Aerospace,SOUTHCO PUSH LA,25456
C3-205,TBA,LATCH,25457
0861FL,AIRBUS SAS,SENSOR ANGLE,25458
0861FL1,None Specified,"TRANSMITTER,ANG",25459
863,Aviall Inventory Listing,SEAL    # SEAL,25460
0871DL6,AIRBUS SAS,ICE DETECTOR,25461
09-530-0004,None Specified,SWITCH,25462
09-530-0005,None Specified,SWITCH,25463
09-530-0021,None Specified,SWITCH,25464
09-530-0033,None Specified,SWITCH,25465
09-530-0101,AIRBUS SAS,SWITCH,25466
09-530-0102,AIRBUS SAS,SWITCH,25467
09-530-0103,None Specified,SWITCH,25468
09-530-0104,None Specified,SWITCH,25469
09-530-0105,None Specified,SWITCH,25470
09-530-0106,AIRBUS SAS,SWITCH,25471
09-530-0108,AIRBUS SAS,SWITCH,25472
09-530-0109,None Specified,SWITCH,25473
09-530-0111,None Specified,SWITCH,25474
09-530-0112,None Specified,SWITCH,25475
09-530-0113,None Specified,SWITCH,25476
09-530-0114,None Specified,SWITCH,25477
09-530-0115,None Specified,SWITCH,25478
09-530-0116,None Specified,SWITCH,25479
09-530-0117,None Specified,SWITCH,25480
09-530-0118,None Specified,SWITCH,25481
09-530-0119,None Specified,SWITCH,25482
09-530-0121,AIRBUS SAS,SWITCH,25483
09-530-0123,AIRBUS SAS,SWITCH,25484
09-530-0124,AIRBUS SAS,SWITCH,25485
09-530-0125,None Specified,SWITCH,25486
09-530-0126,None Specified,SWITCH,25487
09-530-0130,None Specified,SWITCH ASSY,25488
09-530-0131,None Specified,SWITCH,25489
09-530-0133,None Specified,SWITCH,25490
09-530-0134,AIRBUS SAS,Switch ( Altern,25491
09-530-0135,None Specified,SWITCH,25492
09-530-0136,None Specified,SWITCH,25493
09-530-0137,None Specified,SWITCH,25494
09-530-9601,Aviall Inventory Listing,GUARD,25495
09-530-9608,None Specified,GUARD,25496
09-531-0001,None Specified,MODULE,25497
09-531-0002,None Specified,MODULE,25498
09-531-0003,None Specified,MODULE,25499
09-531-0004,None Specified,MODULE,25500
09-531-0005,None Specified,MODULE,25501
09-531-0006,None Specified,MODULE,25502
09-531-0008,None Specified,MODULE,25503
09-531-0009,None Specified,MODULE,25504
09-531-0011,None Specified,MODULE,25505
09-531-0012,"Korry Electrical Switches, Indicators, Display Mod",MODULE,25506
09-531-0013,None Specified,MODULE,25507
09-531-0014,None Specified,MODULE,25508
09-531-0015,None Specified,MODULE,25509
09-531-0016,None Specified,MODULE,25510
09-531-0017,None Specified,MODULE,25511
09-531-0018,None Specified,MODULE,25512
113W8245-2,Boeing,HINGE AY,25513
113W8311-15,Boeing,DOOR AY,25514
113W8311-16,Boeing,DOOR AY,25515
113W8311-19,Boeing,DOOR AY,25516
113W8311-20,Boeing,DOOR AY,25517
113W8342-5,Boeing,HINGE AY,25518
113W8342-6,Boeing,HINGE AY,25519
113W8344-1,Boeing,FITTING,25520
113W8347-5,Boeing,ROD AY,25521
113W8347-6,Boeing,ROD AY,25522
113W8381-41,None Specified,RETAINER,25523
113W8381-42,None Specified,RETAINER,25524
113W8381-43,None Specified,RETAINER,25525
113W8381-44,None Specified,RETAINER,25526
113W8381-51,Boeing,SEAL,25527
113W8381-52,Boeing,SEAL,25528
113W8381-53,Boeing,DEPRESOR,25529
113W8381-54,Boeing,DEPRESOR,25530
113W9107-1,Boeing,LINK AY,25531
113W9109-1,Boeing,BUSHING,25532
113W9109-2,Boeing,BUSHING,25533
113W9109-3,Boeing,BUSHING,25534
113W9109-4,Boeing,BUSHING,25535
113W9110-3,Boeing,SEAL,25536
113W9110-4,Boeing,SEAL,25537
113W9110-7,Boeing,SEAL,25538
113W9110-8,Boeing,SEAL,25539
113W9115-1,Boeing,DOOR AY,25540
113W9115-2,Boeing,DOOR AY,25541
113W9115-3,Boeing,DOOR AY,25542
113W9115-4,Boeing,DOOR AY,25543
113W9150-3,Boeing,SEAL,25544
113W9150-4,Boeing,SEAL,25545
113W9150-5,Boeing,SEAL,25546
113W9150-6,Boeing,SEAL,25547
113W9150-7,Boeing,SEAL,25548
113W9150-8,Boeing,SEAL,25549
113W9155-1,Boeing,DOOR,25550
113W9206-1,Boeing,PIN,25551
113W9209-1,Boeing,SPACER,25552
113W9209-10,Boeing,WASHER,25553
113W9209-11,Boeing,SHIM,25554
113W9209-12,Boeing,WASHER,25555
113W9209-2,Boeing,SHIM,25556
113W9209-3,Boeing,SHIM,25557
113W9209-5,Boeing,SHIM,25558
113W9209-6,Boeing,SHIM,25559
113W9209-7,Boeing,WASHER,25560
113W9209-8,Boeing,WASHER,25561
113W9209-9,Boeing,WASHER,25562
113W9210-3,Boeing,SEAL,25563
113W9210-4,Boeing,SEAL,25564
113W9210-7,Boeing,SEAL,25565
113W9210-8,Boeing,SEAL,25566
113W9215-1,TBA,DOOR AY,25567
140W2810-14,Boeing,VALVE AY,25568
140W2810-2,Boeing,VALVE AY,25569
140W2811-1,Boeing,RETAINER,25570
140W2813-1,Boeing,DRAIN,25571
140W2815-1,Boeing,MAST AY,25572
1410201-41020,Jamco America,WAVE WASHER,25573
141T4004-21,AIRBUS SAS,WINDOWN ASSYELE,25574
141T4004-22,AIRBUS SAS,SLIDING WINDOW,25575
141T4823-1,Boeing,SEAL,25576
141T4823-2,Boeing,SEAL,25577
141T4824-1,Boeing,SEAL,25578
141T4824-2,Boeing,SEAL,25579
141T4835-51,Boeing,WINDOWAY,25580
141T4835-52,None Specified,WINDOW,25581
141T4853-9,SPIRIT AEROSYSTEMS,BEARING-BALL RA,25582
141T4855-8,Boeing,CARRIAGE,25583
141T4863-13,Boeing,BRACKET,25584
141T4863-14,SPIRIT AEROSYSTEMS,STRIKER BRACKET,25585
141T4863-19,SPIRIT AEROSYSTEMS,STRIKER BRACKET,25586
141T4863-20,SPIRIT AEROSYSTEMS,STRIKER BRACKET,25587
141T4865-21,None Specified,TUBE AY,25588
141T4890-17,None Specified,BRACKET,25589
141T4890-18,None Specified,BRACKET,25590
141T4906-4,SPIRIT AEROSYSTEMS,GEAR,25591
141T4907-3,SPIRIT AEROSYSTEMS,GEAR,25592
141T4918-3,Boeing,SCREW,25593
141T4923-1,SPIRIT AEROSYSTEMS,BOLT,25594
141T4934-10,SPIRIT AEROSYSTEMS,ROLLER,25595
141T4934-8,Boeing,ROLLER,25596
141T4947-1,SPIRIT AEROSYSTEMS,STRIKER,25597
141T4948-1,SPIRIT AEROSYSTEMS,SPRING-LH,25598
141T4948-2,SPIRIT AEROSYSTEMS,SPRING-RH,25599
141T4949-1,SPIRIT AEROSYSTEMS,LATCH HOOK,25600
141T4953-1,Boeing,BOLT,25601
141T6325-24,SPIRIT AEROSYSTEMS,SPRING-GROUNDIN,25602
141T6413-1,Boeing,RETAINER,25603
141T6973-7,Boeing,SETSCREW,25604
141T7833-3,Boeing,SEAL,25605
141T7833-4,Boeing,SEAL,25606
141T7833-5,Boeing,SEAL,25607
141T7852-1,SPIRIT AEROSYSTEMS,BOLT - NOSE RAD,25608
141T7861-5,SPIRIT AEROSYSTEMS,BEARING ASSY,25609
141T7864-2,Boeing,WASHER,25610
141T7864-3,Boeing,WASHER,25611
141W2602-1,SPIRIT AEROSYSTEMS,SEAL,25612
141W2602-3,SPIRIT AEROSYSTEMS,SEAL,25613
141W2602-5,SPIRIT AEROSYSTEMS,SEAL,25614
141W2602-6,SPIRIT AEROSYSTEMS,SEAL,25615
141W2602-7,SPIRIT AEROSYSTEMS,SEAL,25616
141W2602-8,SPIRIT AEROSYSTEMS,SEAL,25617
141W2689-3,SPIRIT AEROSYSTEMS,RUB STRIP,25618
141W2812-5,None Specified,STOP FTG,25619
141W2812-6,None Specified,STOP FTG,25620
141W2812-7,None Specified,STOP FTG,25621
141W2812-8,None Specified,STOP FTG,25622
2-015N602-70,None Specified,PACKING-PREFORM,25623
2-14SC1,Cessna Citation Airframe Components & Spare Parts,STATIC DISCHARG,25624
2-16SC1,Resource Data Pricing (Map to AVL),STATIC DISCHARG,25625
2-216V1041-85,Raytheon Aircraft Airframe Componenst and Spare Pa,PACKING (1/3),25626
2-265S317-60,Raytheon Aircraft Airframe Componenst and Spare Pa,O-RING (1/2),25627
2-329N674-70,Aviall Inventory Listing,PACKING,25628
2-376S317-60,Aviall Inventory Listing,PACKING,25629
2-7462-5,Resource Data Pricing (Map to AVL),VALVE,25630
2-7679-2,None Specified,RUD HYD FUSE,25631
2-7680-2,Resource Data Pricing (Map to AVL),"FUSE AY, HYD LI",25632
2-7681-2,Smith's Aerospace Electronic Components and Spare,FUSE: RA,25633
2-7857-3,None Specified,ACTR AY,25634
2-7865-2,Resource Data Pricing (Map to AVL),FUSE,25635
2-7897-3,Resource Data Pricing (Map to AVL),FUSE,25636
2-7898-4,None Specified,FUSE,25637
2-8011-1,Resource Data Pricing (Map to AVL),FUSE,25638
200-26593-02,None Specified,RHEOSTAT,25639
2000-15,None Specified,GAGE,25640
2001EN621,None Specified,SWITCH,25641
20050,EMBRAER,SUPPORT,25642
2008ELM1,None Specified,PANEL,25643
201-11,None Specified,SEAL,25644
201-13,None Specified,SEAL,25645
2022494-6,None Specified,"ACTUATOR,MECHAN",25646
20288,Cessna Aircraft Airrframe Components & Spare Parts,TRANSFORMER,25647
2048-0031-2,Resource Data Pricing (Map to AVL),SEAL,25648
2055144,None Specified,RETAINER,25649
2055265,None Specified,STANDOFF,25650
2059X,Resource Data Pricing (Map to AVL),LAMP,25651
206-55-4,None Specified,LOCKNUT,25652
206M4,None Specified,NUT,25653
2070-7AD,Goodrich Seating Components & Spare Parts,SEAT-ASSY,25654
20J85-1,None Specified,CLAMP,25655
2100-1020-00,NO MFG INFO,"RECORDER, COCKP",25656
2100-110,None Specified,LENS,25657
2100-117,None Specified,LENS,25658
2100-211,None Specified,LENS,25659
2100-215,None Specified,LENS,25660
2100-218,None Specified,LENS,25661
2100-222,None Specified,LENS,25662
2100-223,None Specified,LENS,25663
2100002-01-034,Goodrich Seating Components & Spare Parts,RESTRAINT-SYSTE,25664
2112-709HW,Goodrich Seating Components & Spare Parts,SEAT-ASSY,25665
2112-710HW,Goodrich Seating Components & Spare Parts,SEAT-ASSY,25666
2112-711HW,Goodrich Seating Components & Spare Parts,SEAT-ASSY,25667
2112-725HW,Goodrich Seating Components & Spare Parts,SEAT-ASSY,25668
2112-728HW,Goodrich Seating Components & Spare Parts,SEAT-ASSY,25669
2118834-100,Honeywell GA Components & Spare Parts,777 CONTROLLER,25670
2118860-4,None Specified,SMOKE DECTOR,25671
2118890-2,None Specified,"SENSOR,AMBIENT",25672
2119042-1,Honeywell GA Components & Spare Parts,SEPARATOR,25673
2119504-2,Honeywell GA Components & Spare Parts,HARNESS WIRING,25674
2119786-1,Honeywell GA Components & Spare Parts,VALVE,25675
2119804-4,Honeywell GA Components & Spare Parts,LOGIC AND SPEED,25676
2119835-6,Honeywell GA Components & Spare Parts,CARGO SMOKE DET,25677
2C9342,Crissair,VALVE,25678
2D1035-3ALT,Goodrich Seating Components & Spare Parts,CHANNEL-STOWAGE,25679
2D6559,None Specified,GLASS,25680
2D7004-3AKL,Goodrich Seating Components & Spare Parts,CUSHION-COVER A,25681
2D7005-3,Goodrich Seating Components & Spare Parts,CUSHION-LOWER B,25682
2D7006-3AKL,Goodrich Seating Components & Spare Parts,CUSHION-COVER A,25683
2D7007-3,Goodrich Seating Components & Spare Parts,CUSHION-UPPER B,25684
2D7008-3AKL,Goodrich Seating Components & Spare Parts,CUSHION-COVER A,25685
2D7009-3,Goodrich Seating Components & Spare Parts,CUSHION-SEAT PA,25686
2D7024-3AKL,Goodrich Seating Components & Spare Parts,CUSHION-COVER A,25687
2D7028-7AKL,Goodrich Seating Components & Spare Parts,CUSHION- COVER,25688
2D7028-8AKL,Goodrich Seating Components & Spare Parts,CUSHION-COVER A,25689
2PB11H58,Aviall Inventory Listing,SWITCH,25690
2S2568,None Specified,VALVE,25691
2S2860,None Specified,VALVE,25692
2TP16-7,IPECO,SWITCH ROCKER,25693
2U01310-001,None Specified,CABLE,25694
3-111794,Resource Data Pricing (Map to AVL),DRAIN VALVE,25695
3-906E515-80,GOODRICH LANDING GEAR,O RING,25696
3-907,None Specified,PACKING,25697
3-911,None Specified,PACKING,25698
30-2300-5,Honeywell GA Components & Spare Parts,WINGTIP LT,25699
30-2300-6,Honeywell GA Components & Spare Parts,WINGTIP LT,25700
30-2303-11,None Specified,LIGHT AY,25701
30-2303-13,Honeywell GA Components & Spare Parts,CARGO LOAD LT,25702
30-2303-15,Honeywell GA Components & Spare Parts,CARGO LOAD LT,25703
30-2303-17,Honeywell GA Components & Spare Parts,CARGO LOAD LT,25704
30-2304-5,Honeywell GA Components & Spare Parts,WING ILLUM LT,25705
30-2304-6,Honeywell GA Components & Spare Parts,WING ILLUM LT,25706
30-2335-3,Honeywell (Grimes) Lighting Components and Spare P,LIGHT ASSY,25707
30-2341-11,Honeywell GA Components & Spare Parts,SLIDE LIGHT,25708
30-2341-12,Honeywell GA Components & Spare Parts,SLIDE LIGHT,25709
30-2341-13,Honeywell GA Components & Spare Parts,SLIDE LIGHT,25710
30-2341-14,Honeywell GA Components & Spare Parts,SLIDE LIGHT,25711
30-2341-15,Honeywell GA Components & Spare Parts,SLIDE LIGHT,25712
30-2341-16,Honeywell GA Components & Spare Parts,SLIDE LIGHT,25713
30-2341-17,Honeywell GA Components & Spare Parts,SLIDE LIGHT,25714
30-2341-18,Honeywell GA Components & Spare Parts,SLIDE LIGHT,25715
30-2341-19,Honeywell GA Components & Spare Parts,SLIDE LIGHT,25716
30-2341-20,Honeywell GA Components & Spare Parts,SLIDE LIGHT,25717
30-2341-21,Honeywell GA Components & Spare Parts,SLIDE LIGHT,25718
30-2341-22,Honeywell GA Components & Spare Parts,SLIDE LIGHT,25719
30-2407-1,Honeywell GA Components & Spare Parts,TAIL CONE (STRO,25720
30-2414-3,Honeywell (Grimes) Lighting Components and Spare P,LIGHT ASSY.,25721
30-2481-3,Honeywell GA Components & Spare Parts,AFT POS LT,25722
30-2529-1,Honeywell GA Components & Spare Parts,EMERGENCY ESCAP,25723
30-2529-2,Honeywell GA Components & Spare Parts,EMERGENCY ESCAP,25724
30-2529-3,Honeywell GA Components & Spare Parts,EMERGENCY ESCAP,25725
30-2529-4,Honeywell GA Components & Spare Parts,EMERGENCY ESCAP,25726
30-2529-5,Honeywell GA Components & Spare Parts,EMERGENCY ESCAP,25727
30-2529-6,Honeywell GA Components & Spare Parts,EMERGENCY ESCAP,25728
3000-46-43,None Specified,SWITCH,25729
3001436-1,Aerocontrolex Lube Pump Products,FILTER ELEMENT,25730
3002ELM1,None Specified,PANEL,25731
3002PPDS1,None Specified,PANEL,25732
418W1030-202A,Boeing,PANEL,25733
418W1040-220A,Boeing,PANEL AY,25734
418W1040-221A,Boeing,PANEL AY,25735
418W1040-230A,Boeing,PANEL AY,25736
418W1040-231A,Boeing,PANEL AY,25737
418W1040-240A,Boeing,PANEL AY,25738
418W1050-202A,Boeing,PANEL AY,25739
418W1050-203A,Boeing,PANEL,25740
418W1050-231A,Boeing,SPACERAY,25741
418W1052-1,Boeing,PAWL,25742
418W1052-2,Boeing,SPRING,25743
418W1052-4,Boeing,PAWL,25744
418W1055-201A,Boeing,PANEL A,25745
418W1055-202A,Boeing,PANEL,25746
418W1055-203A,Boeing,PANEL AY,25747
418W1055-210A,Boeing,PANEL AY,25748
418W1057-18A,None Specified,COVER AY,25749
418W1057-19A,None Specified,COVER AY,25750
418W1057-27A,Boeing,COVER,25751
418W1066-3A,Boeing,GRILL,25752
418W1080-2211B,None Specified,BOX,25753
418W1080-2221A,Boeing,BOX,25754
418W1080-2241B,None Specified,BOX,25755
42-907-2,AIRBUS SAS,BSCU,25756
42-907-3,None Specified,BSCU,25757
4202893,TBA,INSULATR,25758
4202908,TBA,WASHER,25759
4211ELM2,None Specified,PANEL,25760
4214-1,None Specified,OUTLET,25761
421W1201-2A,Boeing,TRIM,25762
421W1202-2A,Boeing,TRIM,25763
421W1205-2C,Boeing,TRIM,25764
421W1205-2D,Boeing,TRIM,25765
421W1281-1A,Boeing,TRIM,25766
421W1281-41A,Boeing,CLOSURE,25767
421W1285-1,Boeing,DAMPER,25768
421W1285-2,Boeing,BUSHING,25769
421W1285-3,Boeing,WASHER,25770
421W1288-1A,Boeing,COVER,25771
421W1289-2,None Specified,HOOK,25772
421W4400-31,None Specified,ROD,25773
421W4400-36,Boeing,ROD AY,25774
421W4400-37,Boeing,ROD,25775
421W4400-39,None Specified,ROD,25776
421W4400-41,None Specified,ROD,25777
421W4400-43,None Specified,ROD,25778
421W4400-45,None Specified,ROD,25779
421W4400-46,Boeing,ROD AY,25780
421W4400-49,None Specified,ROD,25781
421W5320-10A,Boeing,SUPPORT,25782
421W5320-12,None Specified,BASE,25783
421W5320-2,Boeing,BASE,25784
422W1126-3,Boeing,PIN,25785
422W1126-4A,SPIRIT,SPACER,25786
422W1127-48B,Boeing,STOP,25787
6707A0001-01,BAE Systems,"SWITCH, RUDDER",25788
6752-311-15,Jamco America,CIRCUIT BREAKER,25789
6752-311-20,TBA,CIRCUIT BREAKER,25790
6752-311-50,Jamco America,CIRCUIT BREAKER,25791
6752-311-65,TBA,CB,25792
678246,None Specified,SEAL,25793
684D100-15,Vickers Fluid System Components and Spare Parts,ACT R,25794
685,CESSNA CITATION,LAMP,25795
68E125-9,TBA,PUMP,25796
68E125-9C5,Resource Data Pricing (Map to AVL),PLUG,25797
68E125C4,None Specified,NOZZLE,25798
69-14209-4,Boeing,MANIFOLD,25799
69-15853-12,TBA,PORT,25800
69-15853-3,Boeing,PORT,25801
69-26660-1,Boeing,SHAFT,25802
69-2880-1,Boeing,STOP AY,25803
69-2914-24,Boeing,VALVE AY,25804
69-35342-2,Boeing,CLAMP,25805
69-35343-5,Boeing,RING,25806
